City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
48,Suleja,9.1758,7.1808,76.19,14,58,9.48,NG,2022-12-05 22:23:34
49,Khatanga,71.9667,102.5,-27.81,100,18,4.59,RU,2022-12-05 22:23:34
50,Avera,33.194,-82.5271,51.39,96,100,6.24,US,2022-12-05 22:23:35
51,Mahebourg,-20.4081,57.7,75.49,88,75,10.36,MU,2022-12-05 22:22:29
52,Cidreira,-30.1811,-50.2056,71.98,90,97,9.53,BR,2022-12-05 22:23:35
53,Puerto Ayora,-0.7393,-90.3518,76.96,89,52,5.99,EC,2022-12-05 22:22:34
54,Lilongwe,-13.9669,33.7873,72.63,67,84,1.14,MW,2022-12-05 22:23:36
55,Soyo,-6.1349,12.3689,78.64,88,96,8.12,AO,2022-12-05 22:23:36
56,Saskylakh,71.9167,114.0833,-11.97,89,100,19.73,RU,2022-12-05 22:20:25
57,Neftcala,39.3742,49.2472,43.0,71,99,9.55,AZ,2022-12-05 22:23:37
58,Pevek,69.7008,170.3133,-20.76,82,20,3.44,RU,2022-12-05 22:23:37
59,Okhotsk,59.3833,143.3,-22.29,82,65,10.6,RU,2022-12-05 22:23:38
60,Kieta,-6.2167,155.6333,82.06,75,96,2.55,PG,2022-12-05 22:23:38
61,Killybegs,54.6333,-8.45,39.87,84,26,9.55,IE,2022-12-05 22:23:38
62,Bethel,41.3712,-73.414,43.56,55,0,0.0,US,2022-12-05 22:23:39
63,Cherskiy,68.75,161.3,-13.68,88,100,6.33,RU,2022-12-05 22:23:39
64,Bluff,-46.6,168.3333,50.81,62,72,9.35,NZ,2022-12-05 22:23:39
65,Alice Springs,-23.7,133.8833,89.15,13,2,6.91,AU,2022-12-05 22:23:40
66,Balkhash,46.844,74.9804,1.22,85,3,7.76,KZ,2022-12-05 22:23:40
67,Butaritari,3.0707,172.7902,80.92,80,99,15.48,KI,2022-12-05 22:22:53
68,Aranos,-24.1333,19.1167,70.84,12,2,3.98,NA,2022-12-05 22:23:41
69,San Cristobal,7.7669,-72.225,69.98,92,60,3.65,VE,2022-12-05 22:23:41
70,Makakilo City,21.3469,-158.0858,80.92,62,20,10.36,US,2022-12-05 22:23:42
71,Alugan,12.2188,125.4808,79.05,78,100,8.25,PH,2022-12-05 22:23:42
72,Dingle,10.9995,122.6711,73.15,93,35,7.61,PH,2022-12-05 22:21:32
73,Araouane,18.9048,-3.5265,79.48,17,97,4.68,ML,2022-12-05 22:23:42
74,Kavaratti,10.5669,72.642,81.3,73,57,1.66,IN,2022-12-05 22:23:43
75,Vagur,61.4732,-6.8119,41.34,63,56,26.6,FO,2022-12-05 22:19:14
76,Shubarkuduk,49.1447,56.4872,7.41,96,46,5.95,KZ,2022-12-05 22:23:43
77,Mar Del Plata,-38.0023,-57.5575,84.83,79,0,20.0,AR,2022-12-05 22:20:44
78,Busselton,-33.65,115.3333,57.04,71,0,11.43,AU,2022-12-05 22:18:59
79,Kaitangata,-46.2817,169.8464,48.58,87,100,6.06,NZ,2022-12-05 22:22:55
80,Kuytun,54.3419,101.5036,12.99,63,100,17.47,RU,2022-12-05 22:23:44
81,Caravelas,-17.7125,-39.2481,72.59,85,100,5.93,BR,2022-12-05 22:23:44
82,Berga,60.392,5.328,35.15,97,75,5.75,NO,2022-12-05 22:23:45
83,Aykhal,66.0,111.5,-11.69,97,100,16.24,RU,2022-12-05 22:23:45
84,Fenoarivo,-18.933,47.4354,64.47,82,75,6.91,MG,2022-12-05 22:23:46
85,Muyezerskiy,63.9333,31.65,23.45,90,100,14.41,RU,2022-12-05 22:23:46
86,Port Hardy,50.6996,-127.4199,35.78,93,75,3.44,CA,2022-12-05 22:23:46
87,Bima,-8.4667,118.7167,75.52,90,97,3.67,ID,2022-12-05 22:23:47
88,Holme,56.1138,10.1725,36.97,94,100,10.11,DK,2022-12-05 22:23:47
89,Rocha,-34.4833,-54.3333,71.6,62,0,9.37,UY,2022-12-05 22:24:48
90,Hamilton,39.1834,-84.5333,47.25,59,100,13.8,US,2022-12-05 22:24:46
91,Kasongo-Lunda,-6.4667,16.8167,68.67,95,94,1.05,CD,2022-12-05 22:24:48
92,Fortuna,40.5982,-124.1573,54.93,77,100,1.01,US,2022-12-05 22:24:48
93,Tuktoyaktuk,69.4541,-133.0374,-14.8,64,75,23.02,CA,2022-12-05 22:24:49
94,Prince Rupert,54.3161,-130.3201,37.09,74,100,8.05,CA,2022-12-05 22:24:49
95,Meadow Lake,34.8014,-106.5436,62.62,49,18,16.49,US,2022-12-05 22:24:50
96,Mbanza-Ngungu,-5.25,14.8667,70.16,86,99,1.41,CD,2022-12-05 22:24:50
97,Yellowknife,62.456,-114.3525,-24.45,68,20,10.36,CA,2022-12-05 22:20:49
98,Atuona,-9.8,-139.0333,77.54,74,91,15.66,PF,2022-12-05 22:21:00
99,Alakurtti,66.9672,30.3491,31.57,94,100,8.5,RU,2022-12-05 22:24:51
100,Margate,51.3813,1.3862,45.7,85,100,5.01,GB,2022-12-05 22:24:51
101,Yavaros,26.7,-109.5167,81.45,56,100,13.42,MX,2022-12-05 22:24:51
102,Nishihara,26.1842,127.7558,65.48,91,100,17.27,JP,2022-12-05 22:24:52
103,Palmer,42.1584,-72.3287,42.24,64,75,3.44,US,2022-12-05 22:24:52
104,Macklin,52.3334,-109.9348,-0.06,95,100,4.54,CA,2022-12-05 22:24:52
105,Whitecourt,54.1502,-115.6855,2.44,60,75,14.97,CA,2022-12-05 22:24:53
106,Atar,20.5169,-13.0499,76.14,18,11,5.39,MR,2022-12-05 22:24:53
107,Bandarbeyla,9.4942,50.8122,77.2,73,28,18.68,SO,2022-12-05 22:24:54
108,Kavieng,-2.5744,150.7967,81.79,77,95,5.1,PG,2022-12-05 22:21:00
109,Cabo San Lucas,22.8909,-109.9124,84.61,59,0,5.75,MX,2022-12-05 22:22:52
110,Dikson,73.5069,80.5464,22.77,96,100,13.04,RU,2022-12-05 22:24:54
111,Xam Nua,20.4197,104.0439,56.1,92,97,2.3,LA,2022-12-05 22:24:55
112,Cape Town,-33.9258,18.4232,63.1,69,0,13.8,ZA,2022-12-05 22:24:55
113,Kapaa,22.0752,-159.319,80.92,85,100,11.5,US,2022-12-05 22:23:17
114,Yunhe,34.0833,119.7167,34.0,61,0,3.13,CN,2022-12-05 22:24:56
115,Lebu,-37.6167,-73.65,62.78,72,1,5.28,CL,2022-12-05 22:24:56
116,Sitka,57.0531,-135.33,39.09,75,100,5.75,US,2022-12-05 22:24:56
117,Korla,41.7597,86.1469,22.46,41,58,4.59,CN,2022-12-05 22:24:57
118,Akureyri,65.6835,-18.0878,24.73,86,0,3.44,IS,2022-12-05 22:24:57
119,Coxim,-18.5067,-54.76,80.28,72,98,5.66,BR,2022-12-05 22:24:58
120,Orechov,49.1112,16.5233,41.81,98,100,3.44,CZ,2022-12-05 22:24:58
121,Port Hawkesbury,45.6169,-61.3485,32.59,77,0,4.61,CA,2022-12-05 22:24:58
122,Lavrentiya,65.5833,-171.0,29.97,87,100,26.19,RU,2022-12-05 22:24:59
123,Villa Maria,-32.4075,-63.2402,96.82,17,0,13.76,AR,2022-12-05 22:20:28
124,Carnarvon,-24.8667,113.6333,69.51,73,73,15.9,AU,2022-12-05 22:24:59
125,Mbandaka,0.0487,18.2603,70.77,95,89,3.18,CD,2022-12-05 22:25:00
126,Puerto Leguizamo,-0.1934,-74.7819,86.16,56,93,0.4,CO,2022-12-05 22:25:00
127,Port Alfred,-33.5906,26.891,58.17,94,0,1.99,ZA,2022-12-05 22:25:01
128,Ilulissat,69.2167,-51.1,41.02,56,100,4.61,GL,2022-12-05 22:22:55
129,Varberg,57.1056,12.2508,35.24,90,93,7.9,SE,2022-12-05 22:25:01
130,Pemagatsel,27.0319,91.4266,43.34,55,0,5.97,BT,2022-12-05 22:25:02
131,Providencia,28.7167,-111.5833,80.2,51,53,8.79,MX,2022-12-05 22:23:52
132,Carbonia,39.1672,8.5222,53.01,69,100,5.61,IT,2022-12-05 22:24:01
133,Lukang,24.0567,120.4352,67.44,81,58,23.73,TW,2022-12-05 22:25:02
134,Mayo,38.8876,-76.5119,47.5,64,0,3.44,US,2022-12-05 22:23:01
135,Boyolangu,-8.1181,111.8935,75.06,90,100,1.1,ID,2022-12-05 22:25:03
136,Nabire,-3.3667,135.4833,76.95,75,97,4.54,ID,2022-12-05 22:25:10
137,Matara,5.9485,80.5353,74.82,88,100,2.3,LK,2022-12-05 22:26:03
138,Saint George,37.1041,-113.5841,60.44,53,0,4.0,US,2022-12-05 22:22:00
139,Hasaki,35.7333,140.8333,42.22,86,100,26.31,JP,2022-12-05 22:26:04
140,Kahului,20.8947,-156.47,82.42,68,20,16.11,US,2022-12-05 22:26:04
141,Singaparna,-7.3515,108.111,70.88,95,100,0.94,ID,2022-12-05 22:26:05
142,Oranjemund,-28.55,16.4333,60.37,83,81,13.38,NA,2022-12-05 22:26:05
143,Solnechnyy,50.7214,136.6319,-3.23,90,81,4.54,RU,2022-12-05 22:22:57
144,Rantepao,-2.9701,119.8978,67.23,97,100,1.5,ID,2022-12-05 22:26:06
145,Palencia,42.4167,-4.5,44.92,99,100,3.27,ES,2022-12-05 22:26:06
146,Svobodnyy,51.4,128.1333,-4.45,95,100,3.44,RU,2022-12-05 22:26:07
147,Loandjili,-4.7561,11.8578,77.34,92,95,3.15,CG,2022-12-05 22:26:07
148,Pauini,-7.7136,-66.9764,83.19,63,98,1.99,BR,2022-12-05 22:26:07
149,Bredasdorp,-34.5322,20.0403,58.53,68,100,2.04,ZA,2022-12-05 22:26:08
150,Brokopondo,4.75,-55.1667,79.72,73,69,2.08,SR,2022-12-05 22:26:08
151,Bonfim,3.0833,-59.95,81.27,69,89,1.88,BR,2022-12-05 22:26:09
152,Punta Alta,-38.8759,-62.0736,93.97,24,20,17.27,AR,2022-12-05 22:26:09
153,Emerald,-23.5333,148.1667,80.35,57,0,8.81,AU,2022-12-05 22:26:09
154,Yumen,40.2833,97.2,15.06,88,100,3.06,CN,2022-12-05 22:26:10
155,Weatherford,32.7593,-97.7972,81.23,53,24,1.01,US,2022-12-05 22:24:49
156,Thompson,55.7435,-97.8558,-20.04,69,20,6.91,CA,2022-12-05 22:23:33
157,Bosaso,11.2842,49.1816,74.08,72,21,3.33,SO,2022-12-05 22:26:10
158,Innisfail,-17.5333,146.0333,78.87,58,0,2.01,AU,2022-12-05 22:22:03
159,Dhekiajuli,26.7,92.5,58.35,72,0,4.92,IN,2022-12-05 22:26:11
160,Kruisfontein,-34.0033,24.7314,56.88,91,3,7.7,ZA,2022-12-05 22:22:45
161,Baykit,61.67,96.37,0.7,97,92,5.46,RU,2022-12-05 22:26:12
162,Tiksi,71.6872,128.8694,-12.17,96,100,11.39,RU,2022-12-05 22:23:14
163,Marawi,7.9986,124.2928,66.92,93,73,1.86,PH,2022-12-05 22:26:12
164,Helong,42.5397,128.9972,12.88,60,0,9.46,CN,2022-12-05 22:26:12
165,Saint-Joseph,-21.3667,55.6167,71.98,78,100,10.31,RE,2022-12-05 22:26:13
166,Hilo,19.7297,-155.09,81.28,78,100,9.22,US,2022-12-05 22:23:41
167,Rio Branco,-9.9747,-67.81,72.21,94,75,4.61,BR,2022-12-05 22:22:05
168,Buluang,13.3068,123.3425,74.05,93,98,3.18,PH,2022-12-05 22:26:14
169,Grootfontein,-19.5667,18.1167,76.57,31,4,5.75,NA,2022-12-05 22:26:14
170,Narsaq,60.9167,-46.05,43.02,71,77,10.85,GL,2022-12-05 22:26:14
171,Puerto Carreno,6.189,-67.4859,85.98,62,0,6.91,CO,2022-12-05 22:26:15
172,Villamontes,-21.25,-63.5,96.04,18,9,6.35,BO,2022-12-05 22:26:15
173,Manicore,-5.8092,-61.3003,77.65,90,80,1.97,BR,2022-12-05 22:26:16
174,Willowmore,-33.2926,23.4895,55.45,66,86,4.52,ZA,2022-12-05 22:26:16
175,Mont-De-Marsan,44.0,-0.6667,46.78,88,0,4.61,FR,2022-12-05 22:26:16
176,Avarua,-21.2078,-159.775,77.05,83,75,8.05,CK,2022-12-05 22:26:17
177,Ibra,22.6906,58.5334,65.23,66,0,2.84,OM,2022-12-05 22:26:17
178,Zhigalovo,54.8097,105.1578,11.61,87,100,13.62,RU,2022-12-05 22:26:17
179,Maceio,-9.6658,-35.7353,74.64,94,75,10.36,BR,2022-12-05 22:23:44
180,Klaksvik,62.2266,-6.589,38.32,65,80,26.22,FO,2022-12-05 22:26:18
181,Leningradskiy,69.3833,178.4167,-17.14,93,5,4.25,RU,2022-12-05 22:26:18
182,Labytnangi,66.6572,66.4183,3.72,93,25,4.72,RU,2022-12-05 22:27:19
183,Havre-Saint-Pierre,50.2334,-63.5986,33.8,74,75,14.97,CA,2022-12-05 22:27:19
184,Norman Wells,65.282,-126.8329,-20.16,76,75,10.36,CA,2022-12-05 22:25:52
185,Muscatine,41.4667,-91.1335,45.09,55,0,4.61,US,2022-12-05 22:27:20
186,Mezhdurechenskiy,59.6,65.9333,-0.87,98,96,3.62,RU,2022-12-05 22:27:20
187,Port Elizabeth,-33.918,25.5701,61.09,90,0,14.97,ZA,2022-12-05 22:27:21
188,Aklavik,68.2191,-135.0107,-13.77,83,100,21.68,CA,2022-12-05 22:27:21
189,College,64.8569,-147.8028,19.9,88,75,0.0,US,2022-12-05 22:26:46
190,Denpasar,-8.65,115.2167,78.46,94,40,1.14,ID,2022-12-05 22:23:49
191,Airai,-8.9266,125.4092,60.19,70,86,1.52,TL,2022-12-05 22:27:22
192,Brae,60.3964,-1.353,42.49,67,100,21.43,GB,2022-12-05 22:27:23
193,Fryazino,55.9606,38.0456,14.29,83,100,7.49,RU,2022-12-05 22:25:17
194,Puro,12.4841,123.3827,77.61,83,49,8.32,PH,2022-12-05 22:27:23
195,Lorengau,-2.0226,147.2712,80.13,82,100,4.03,PG,2022-12-05 22:23:37
196,Munhall,40.3923,-79.9,50.52,39,0,5.75,US,2022-12-05 22:27:24
197,Ostrovnoy,68.0531,39.5131,21.11,87,34,23.0,RU,2022-12-05 22:27:24
198,Egvekinot,66.3167,-179.1667,8.6,82,100,14.36,RU,2022-12-05 22:27:24
199,Hambantota,6.1241,81.1185,76.46,84,100,5.01,LK,2022-12-05 22:27:25
200,Longyearbyen,78.2186,15.6401,6.64,66,75,23.02,SJ,2022-12-05 22:23:58
201,Kalabagh,32.965,71.557,60.67,37,88,1.63,PK,2022-12-05 22:27:25
202,Saint-Pierre,-21.3393,55.4781,73.08,68,0,4.61,RE,2022-12-05 22:23:04
203,Luderitz,-26.6481,15.1594,60.75,69,3,19.77,NA,2022-12-05 22:27:26
204,Faanui,-16.4833,-151.75,79.47,77,76,17.85,PF,2022-12-05 22:27:26
205,Chuy,-33.6971,-53.4616,69.69,79,0,8.3,UY,2022-12-05 22:27:26
206,Vaitape,-16.5167,-151.75,79.48,77,76,17.81,PF,2022-12-05 22:27:27
207,Hays,30.0502,-98.0336,73.9,77,99,4.0,US,2022-12-05 22:27:27
208,Lasa,46.6166,10.7002,34.68,94,72,6.06,IT,2022-12-05 22:27:27
209,Ponta Do Sol,32.6667,-17.1,66.83,77,100,1.57,PT,2022-12-05 22:22:52
210,Upernavik,72.7868,-56.1549,26.58,82,29,10.63,GL,2022-12-05 22:23:52
211,Darhan,49.4867,105.9228,-6.97,88,9,6.44,MN,2022-12-05 22:27:28
212,Nioro,13.35,-15.75,73.92,61,41,4.43,GM,2022-12-05 22:27:28
213,Bella Union,-30.2752,-57.6007,91.42,23,0,11.77,UY,2022-12-05 22:27:29
214,Astoria,46.1879,-123.8313,48.85,76,75,4.61,US,2022-12-05 22:27:29
215,Pisco,-13.7,-76.2167,71.65,68,0,8.05,PE,2022-12-05 22:25:25
216,Rawson,-43.3002,-65.1023,88.09,15,0,24.16,AR,2022-12-05 22:27:30
217,Lazaro Cardenas,17.9583,-102.2,82.8,70,0,6.67,MX,2022-12-05 22:27:30
218,Bongandanga,1.5,21.05,67.41,97,100,6.24,CD,2022-12-05 22:23:32
219,Nouakchott,18.0858,-15.9785,71.53,63,32,7.49,MR,2022-12-05 22:27:31
220,Nador,35.174,-2.9287,61.05,94,0,3.44,MA,2022-12-05 22:27:31
221,Tupancireta,-29.0806,-53.8358,76.71,61,42,12.57,BR,2022-12-05 22:27:31
222,Udachnyy,66.4167,112.4,-13.56,75,100,10.47,RU,2022-12-05 22:27:32
223,Yar-Sale,66.8333,70.8333,-0.92,99,14,5.53,RU,2022-12-05 22:27:32
224,Bermeo,43.4209,-2.7215,53.49,77,100,7.7,ES,2022-12-05 22:27:32
225,Ribeira Grande,38.5167,-28.7,62.78,82,100,21.99,PT,2022-12-05 22:27:33
226,Camacha,33.0833,-16.3333,58.42,82,20,1.14,PT,2022-12-05 22:27:33
227,Alta,69.9689,23.2717,29.46,86,100,3.44,NO,2022-12-05 22:28:33
228,Syracuse,37.0881,15.2792,54.99,62,40,4.07,IT,2022-12-05 22:28:34
229,Vila Franca Do Campo,37.7167,-25.4333,63.19,81,67,12.75,PT,2022-12-05 22:28:34
230,Alofi,-19.0595,-169.9187,82.29,78,75,10.36,NU,2022-12-05 22:28:35
231,Douglas,41.3,-96.167,40.59,59,40,14.97,US,2022-12-05 22:28:35
232,Chiang Kham,19.5233,100.3,66.76,95,91,1.81,TH,2022-12-05 22:28:35
233,Sorong,-0.8833,131.25,78.91,84,100,6.11,ID,2022-12-05 22:28:36
234,Omboue,-1.5746,9.2618,78.03,90,86,5.57,GA,2022-12-05 22:28:37
235,Waitati,-45.75,170.5667,49.8,88,100,6.89,NZ,2022-12-05 22:28:37
236,Iqaluit,63.7506,-68.5145,10.13,79,100,3.44,CA,2022-12-05 22:28:38
237,Poum,-20.2333,164.0167,79.45,85,100,13.78,NC,2022-12-05 22:28:38
238,Arraial Do Cabo,-22.9661,-42.0278,74.43,86,100,21.32,BR,2022-12-05 22:28:38
239,Moerai,-22.4333,-151.3333,77.22,79,99,10.85,PF,2022-12-05 22:28:39
240,Ancud,-41.8697,-73.8203,56.57,97,95,12.37,CL,2022-12-05 22:28:39
241,Coahuayana,18.7333,-103.6833,85.46,64,2,5.86,MX,2022-12-05 22:25:42
242,San Antero,9.3741,-75.7589,79.16,83,99,5.64,CO,2022-12-05 22:28:40
243,Asau,46.4333,26.4,29.32,99,100,3.02,RO,2022-12-05 22:28:40
244,San Angelo,31.4638,-100.437,75.42,57,0,12.66,US,2022-12-05 22:28:40
245,Samokov,42.3333,23.55,36.1,92,80,4.05,BG,2022-12-05 22:28:41
246,Waingapu,-9.6567,120.2641,77.88,82,100,2.04,ID,2022-12-05 22:28:41
247,Ulladulla,-35.35,150.4667,64.02,68,43,9.24,AU,2022-12-05 22:25:22
248,Davila,18.4726,120.5763,78.78,83,81,24.47,PH,2022-12-05 22:28:42
249,Itarema,-2.9248,-39.9167,79.65,78,16,18.19,BR,2022-12-05 22:28:42
250,Ede,52.0333,5.6583,42.75,95,100,5.75,NL,2022-12-05 22:28:42
251,Maracaju,-21.6144,-55.1683,78.33,75,60,7.16,BR,2022-12-05 22:28:43
252,San Patricio,28.017,-97.5169,80.69,64,75,13.53,US,2022-12-05 22:28:43
253,Gari,59.4307,62.3497,1.04,98,85,6.02,RU,2022-12-05 22:28:43
254,Kenai,60.5544,-151.2583,27.14,95,100,8.05,US,2022-12-05 22:28:44
255,Lagoa,39.05,-27.9833,61.59,69,100,15.35,PT,2022-12-05 22:28:44
256,Bam,29.106,58.357,50.13,46,13,1.66,IR,2022-12-05 22:28:45
257,Ushumun,52.7833,126.5333,-10.93,100,96,3.09,RU,2022-12-05 22:28:45
258,Umm Lajj,25.0213,37.2685,74.66,67,0,7.83,SA,2022-12-05 22:28:45
259,Portland,45.5234,-122.6762,47.21,76,20,3.44,US,2022-12-05 22:28:46
260,Broome,42.2506,-75.833,40.01,58,0,8.05,US,2022-12-05 22:28:46
261,Aksu,41.1231,80.2644,23.36,34,87,3.22,CN,2022-12-05 22:24:55
262,New Milford,40.9327,-74.0179,45.97,53,0,5.75,US,2022-12-05 22:28:47
263,Opuwo,-18.0607,13.84,71.74,35,19,6.82,NA,2022-12-05 22:28:47
264,Hirara,24.8,125.2833,67.86,88,75,33.38,JP,2022-12-05 22:28:47
265,Jiexiu,37.0244,111.9125,31.77,39,28,3.53,CN,2022-12-05 22:28:48
266,Elizabeth City,36.2946,-76.2511,52.02,83,0,5.75,US,2022-12-05 22:28:48
267,San Quintin,30.4833,-115.95,64.4,68,0,19.33,MX,2022-12-05 22:28:49
268,Cairns,-16.9167,145.7667,80.55,69,4,3.44,AU,2022-12-05 22:25:26
269,Nahrin,36.0649,69.1334,32.32,87,100,2.13,AF,2022-12-05 22:28:49
270,Olafsvik,64.8945,-23.7142,39.49,77,17,3.15,IS,2022-12-05 22:28:49
271,Byron Bay,-28.65,153.6167,83.71,54,1,4.25,AU,2022-12-05 22:28:50
272,Fort Nelson,58.8053,-122.7002,-4.05,56,20,4.61,CA,2022-12-05 22:28:50
273,Hofn,64.2539,-15.2082,36.54,65,29,8.1,IS,2022-12-05 22:28:51
274,Santa Isabel Do Rio Negro,-0.4139,-65.0192,79.86,79,99,2.93,BR,2022-12-05 22:28:51
275,Rio Gallegos,-51.6226,-69.2181,55.45,21,75,24.16,AR,2022-12-05 22:29:52
276,Lakes Entrance,-37.8811,147.981,57.16,81,99,9.62,AU,2022-12-05 22:29:53
277,Langtad,10.1857,123.7344,76.84,88,23,7.2,PH,2022-12-05 22:29:53
278,Summerville,33.0185,-80.1757,56.98,96,100,6.91,US,2022-12-05 22:29:53
279,Ballina,-28.8667,153.5667,83.79,61,0,5.95,AU,2022-12-05 22:29:54
280,Bitung,1.4451,125.1824,76.05,82,100,3.91,ID,2022-12-05 22:29:54
281,Richards Bay,-28.783,32.0377,69.37,79,100,15.17,ZA,2022-12-05 22:29:54
282,Bambous Virieux,-20.3428,57.7575,75.45,88,75,10.36,MU,2022-12-05 22:29:55
283,Callaguip,18.0714,120.4867,78.82,78,20,14.97,PH,2022-12-05 22:29:55
284,Victoria,22.2855,114.1577,61.25,78,74,11.99,HK,2022-12-05 22:27:47
285,Belfast,54.5833,-5.9333,43.38,75,100,9.22,GB,2022-12-05 22:29:56
286,Namibe,-15.1961,12.1522,70.16,79,30,4.72,AO,2022-12-05 22:29:56
287,Teya,60.3778,92.6267,-1.53,98,100,5.37,RU,2022-12-05 22:29:57
288,Bilma,18.6853,12.9164,73.67,19,6,5.48,NE,2022-12-05 22:24:58
289,Acarau,-2.8856,-40.12,79.81,78,8,19.64,BR,2022-12-05 22:29:57
290,Mae Ramat,16.984,98.5166,72.81,93,95,1.79,TH,2022-12-05 22:29:58
291,Kemijarvi,66.7131,27.4306,31.62,97,100,12.12,FI,2022-12-05 22:29:58
292,Russkiy Aktash,55.0384,52.1214,-2.22,100,56,0.29,RU,2022-12-05 22:29:58
293,Luanda,-8.8368,13.2343,80.6,78,20,8.05,AO,2022-12-05 22:29:59
294,Oyama,36.3,139.8,43.59,90,100,5.5,JP,2022-12-05 22:29:59
295,Mahibadhoo,3.7833,72.9667,79.79,76,96,5.48,MV,2022-12-05 22:30:00
296,Takoradi,4.8845,-1.7554,79.7,85,59,7.18,GH,2022-12-05 22:30:00
297,Mutoko,-17.397,32.2268,70.68,54,3,3.18,ZW,2022-12-05 22:30:01
298,Tromso,69.6496,18.957,35.62,87,75,8.05,NO,2022-12-05 22:30:01
299,Comodoro Rivadavia,-45.8667,-67.5,73.26,27,75,28.77,AR,2022-12-05 22:30:02
300,Camana,-16.6228,-72.7111,68.52,79,90,4.14,PE,2022-12-05 22:30:02
301,Boa Vista,2.8197,-60.6733,82.38,69,20,8.05,BR,2022-12-05 22:26:34
302,Praia Da Vitoria,38.7333,-27.0667,60.76,88,20,12.15,PT,2022-12-05 22:30:03
303,Madang,-5.2246,145.7966,79.05,82,100,2.48,PG,2022-12-05 22:30:04
304,Mount Gambier,-37.8333,140.7667,59.61,54,28,7.78,AU,2022-12-05 22:30:04
305,Petropavlovsk-Kamchatskiy,53.0452,158.6483,5.59,66,75,2.24,RU,2022-12-05 22:29:10
306,Abay,49.6311,72.8539,-23.42,96,23,4.14,KZ,2022-12-05 22:30:05
307,Ha Tinh,18.3333,105.9,61.57,82,98,6.08,VN,2022-12-05 22:30:01
308,Atambua,-9.1061,124.8925,77.5,71,78,0.83,ID,2022-12-05 22:30:06
309,Waimana,-38.15,177.0833,70.43,48,95,7.27,NZ,2022-12-05 22:30:06
310,Parrita,9.5201,-84.3225,87.26,83,47,2.98,CR,2022-12-05 22:30:07
311,Maniitsoq,65.4167,-52.9,35.69,88,100,26.4,GL,2022-12-05 22:30:07
